bb_id_A,bb_id_B
1163467,2054934
612003,2054555
83588,2054556
1148397,2054557
1176079,2054557
1050792,2054554
57333,2054553
3741048,2054553
1127856,2054557
52550,2054557
79993,2057944
255821,2054934
1022001,2054934
1236291,2060519
49513,2060276
50282,2060478
78828,2060478
62423,2060479
1235351,2060479
1236014,2060308
59554,2057786
3744074,2060668
3744486,2057797
9813,2060479
78057,2060479
321035,2056016
1185072,2057796
3744328,2060443
4571461,2056352
3744487,2057795
3239554,2061013
1170548,2062201
1126534,2062200
1181658,2062202
1174429,2062201
1160867,2062201
14709,2054902
3747808,2060658
49331,2060658
1875,2056421
1171442,2058642
1021982,2058265
3749133,2053412
49079,2057771
78190,2057774
1182193,2057776
53716,2057777
257669,2057773
1127444,2057779
59761,2057776
3975734,2062424
3959935,2061351
4575209,2061645
4015460,2061634
3989579,2062253
3959947,2054839
4790934,2054835
3238204,2057958
3749123,2056427
1048354,2058265
3977685,2053681
49246,2053781
222850,2053998
83029,2061919
1028669,2062016
1021983,2053429
296744,2060514
3817996,2061303
3955026,2059358
61355,2055106
3967192,2062113
9876033,2054708
3967730,2062500
3959929,2062187
80350,2055379
1216358,2061002
1171800,2056521
15884,2054901
4737283,2054696
1223769,2060992
1019575,2054519
1177371,2055759
1128478,2057441
658377,2057439
626319,2057437
610456,2057440
1032975,2057438
10222,2053429
1224451,2061005
1224409,2061639
1224495,2061310
1028666,2056178
1136098,2061072
1224455,2061639
1224410,2061310
3941599,2061608
282148,2055590
1236747,2060304
1218834,2061899
1148855,2054941
1139600,2055994
56679,2055994
1033422,2057628
1039448,2058985
1140382,2058989
1157019,2057627
83545,2057628
1030604,2058984
1187726,2058988
9876035,2054667
9876037,2054673
1137707,2057623
1033114,2056853
8442482,2062184
3954103,2056446
1042253,2054586
1026326,2058376
1033009,2058378
225813,2058946
1044746,2058945
45217,2059359
3955027,2059358
8442455,2053446
8442465,2061071
3954847,2057974
1156027,2058375
1037884,2058374
1145648,2058379
7155723,2053289
3955029,2059359
4763025,2061237
1139035,2056229
77890,2053893
1014743,2053894
46492,2053892
79054,2053893
79683,2053896
1145012,2056748
1182284,2058282
1157247,2058281
83664,2060199
1016740,2060199
1221613,2058224
65364,2053891
1014952,2053893
1024935,2053892
1143288,2056748
1134397,2058280
1169042,2056748
1040437,2056819
312657,2060199
1017115,2060199
266604,2060199
3957993,2061310
1033090,2057122
1033096,2057124
1227976,2061636
1158743,2055032
83794,2057776
1136631,2057777
232729,2057776
3749925,2057776
1170551,2055319
3241248,2056951
1047423,2056469
3751082,2055734
1046663,2056469
1188444,2056469
1022025,2056468
84525,2060552
1235681,2060552
240691,2060332
9846,2060553
1235370,2060552
263244,2060552
276825,2060286
3753174,2057397
1235241,2060552
1737,2060332
95155,2060666
48951,2060332
94947,2060666
48985,2060662
1177554,2060662
90519,2060332
53043,2060332
293851,2060286
1182429,2060805
1129767,2060805
3753075,2060552
52389,2060762
52390,2060763
274088,2060558
79421,2060431
3754092,2060650
59564,2057855
3754307,2060556
3754324,2055430
306042,2060018
250081,2054937
79423,2060758
79422,2060560
92406,2060562
22282,2058624
62276,2058623
22346,2058624
3754752,2060794
84959,2060376
1136099,2060376
11903,2060794
1138070,2060794
1215029,2054257
249150,2060796
273602,2060288
1235419,2060494
1235940,2060675
1139948,2060494
3756177,2060670
46586,2060668
1139801,2060668
1235391,2060519
3756277,2060287
1236033,2060308
1140285,2060493
723523,2060288
60088,2060492
1134253,2060494
1147314,2060676
4583183,2060276
77250,2060673
22235,2060671
218075,2060287
1235987,2060519
63394,2060668
1235848,2060668
1236195,2060519
228233,2060668
82675,2060675
293139,2060668
1235318,2060288
44923,2060668
1236724,2060491
263292,2060795
249092,2060499
1235706,2060675
1235583,2060494
80157,2060680
78696,2060288
1130641,2060673
1169460,2060678
56887,2060679
3757662,2060555
1236001,2060519
220287,2060795
48122,2060067
224840,2058954
3758524,2058954
1230058,2060066
1134769,2060069
95439,2060066
79643,2060066
9899,2060066
249816,2060066
54078,2060067
56903,2057462
3758521,2060066
1146933,2057462
1159833,2060069
287383,2060066
1141948,2057462
3758537,2060069
15617,2060069
58909,2060066
1181588,2060066
56930,2055107
17121,2055107
80588,2055106
3760998,2055107
11902,2058763
1160815,2058763
270319,2058768
78727,2055450
10921,2055107
80012,2055106
12124,2058765
1135192,2058763
310471,2058768
63497,2056180
301320,2055450
1016280,2056032
1168079,2057269
1233528,2057269
1233606,2057269
1220159,2057269
1233691,2057269
1171515,2058593
1171642,2058597
3761256,2057690
3761258,2058595
3761262,2058597
298727,2058594
234011,2057686
3761272,2058598
326569,2058594
260387,2057117
1222843,2057688
239372,2057688
1142402,2057270
232847,2058595
1016769,2056745
1130322,2056746
1158897,2057272
1142991,2057271
1233705,2057270
1130394,2058141
1233967,2057270
1130938,2057116
3761329,2057269
281213,2059400
1016238,2059400
1016954,2054951
1146731,2056474
53789,2056525
63435,2054952
1134885,2059400
81075,2054952
1016373,2056036
1179001,2056848
1126646,2056525
1181479,2056525
1181322,2055856
1016748,2054952
78494,2057625
52257,2057556
1126621,2056525
1170611,2057433
1042660,2056525
1127353,2056475
22170,2054951
1018006,2057625
1129577,2056475
1178868,2054954
1185342,2054954
1039385,2055856
1016688,2059399
1016786,2059400
1016674,2055856
1143463,2056264
1157334,2055856
79843,2059400
78677,2056064
78851,2059400
93737,2059400
1017185,2054953
1024416,2056489
1016935,2056064
1017112,2056064
1142993,2056032
1233179,2056032
1181753,2056032
1181677,2057269
1233531,2057269
248506,2058597
1158951,2057690
3761273,2057690
1170965,2058596
1223414,2057690
262502,2058593
3761296,2057690
3761313,2058595
1220815,2057276
1219762,2057269
1016828,2057371
1160708,2056064
1160152,2054951
79314,2059400
1040141,2059400
83780,2059386
1143420,2054952
83781,2055856
1169288,2054954
1016969,2054953
314152,2054951
1042090,2059400
1039128,2054954
1024344,2054959
53790,2056524
1136403,2054953
1174968,2056525
77329,2054953
1174981,2056525
49660,2059400
276105,2054952
309029,2056063
1016485,2057625
1017097,2057434
1221658,2056525
1049184,2056525
1163258,2054954
1016784,2056848
1126670,2054954
1148881,2056064
1144526,2054951
1049402,2055856
62266,2054952
1180545,2056402
1181936,2056849
1021907,2056829
1041835,2060090
1016140,2057370
1042812,2060089
1126336,2055453
1150797,2055453
1149752,2055453
235072,2060369
1235935,2060373
1021913,2056774
1016999,2060089
1164910,2060089
1017551,2060090
1017616,2057370
272900,2055455
51211,2055453
1140634,2055453
3763616,2055455
4590465,2055457
3763703,2055457
1139141,2060366
92850,2060366
1235687,2060369
1236046,2060369
252925,2060511
1181235,2060511
3763930,2060366
1235396,2060509
262801,2060509
1144164,2060147
1236637,2060378
1129872,2060506
80621,2060492
1141556,2060329
1236139,2060506
3764536,2060368
1235290,2060368
1174261,2060369
285184,2060509
1179403,2060145
1235353,2060368
3771065,2055206
3771080,2055408
55600,2059986
63520,2059985
22322,2059992
1158960,2059993
332757,2059987
57705,2059992
1171341,2057703
1146876,2055783
53780,2060038
77210,2057909
1219018,2058226
3771081,2055205
1171728,2056612
1171082,2059981
1171584,2059984
1131919,2059985
222275,2059991
1132193,2059987
1233501,2055782
328722,2060042
56559,2057182
44752,2057915
51909,2057915
49687,2057915
63543,2058628
1132520,2058627
1751,2057916
59211,2057913
44716,2057914
62703,2057916
1230055,2057913
82420,2055281
218373,2055289
82890,2055290
48643,2055289
77951,2055272
77129,2055290
13728,2059390
63484,2056431
1172781,2056431
80972,2055278
1146636,2056888
80128,2055287
52082,2055284
52081,2057393
48371,2057393
48608,2055284
83367,2057392
77688,2055293
1172873,2055288
84164,2057105
57510,2059487
78156,2059487
1160356,2055284
81345,2057105
77686,2057105
57170,2059487
1175430,2057105
55831,2057831
78507,2057831
315246,2055285
1171986,2057913
1175945,2057916
3772536,2057915
1158641,2058628
22444,2057914
63532,2057914
78405,2058627
299411,2057914
49656,2057913
50386,2055285
62321,2057393
63563,2055272
10869,2055276
82958,2055277
63483,2055284
56354,2057828
52084,2055284
77685,2057828
79169,2055285
1144153,2055284
79679,2055284
80583,2058701
269856,2057105
1159688,2057105
44666,2057105
55694,2057105
77687,2057104
302885,2059487
62669,2059487
1164477,2057105
78157,2055285
1134473,2057828
58260,2055291
62683,2055291
49476,2058700
9942,2058369
81456,2055279
15882,2055277
80551,2055278
57509,2055280
54587,2055285
1126647,2055279
57508,2057393
57008,2055287
53971,2055283
81741,2055284
44614,2059486
54544,2056882
57007,2055292
238891,2055284
77465,2055290
1177369,2053998
1179666,2053998
1126221,2055285
57541,2055287
11458,2055289
78724,2055285
55749,2055285
17672,2057828
57161,2057829
79823,2059486
325365,2055284
57412,2058369
77471,2057105
264979,2056890
1942,2055415
3774549,2055416
14360,2055415
81083,2055413
1962,2055414
1963,2055415
1968,2055415
1129922,2055415
1171568,2055416
80306,2055416
1151406,2055415
1941,2055415
22321,2055416
50100,2055414
1039621,2055413
1964,2055414
1170488,2055416
82749,2053998
1140654,2056709
4019245,2061353
327662,2055198
56378,2058544
232393,2055195
80021,2055198
1152743,2057609
22357,2055198
44378,2061903
240619,2055188
44768,2055188
223109,2055188
1182242,2055188
44767,2055188
1171729,2055188
3777485,2055188
1174612,2055267
1232232,2055263
1230793,2055188
3777459,2055188
1170975,2055188
306359,2055188
295259,2055188
1158220,2055188
247194,2055188
1142689,2055188
3777511,2055247
3777527,2055261
3988742,2062499
9948,2059735
1137128,2059735
1168999,2060508
626166,2056698
8285435,2061993
1236220,2060508
1026481,2054874
1140768,2056730
1149406,2056672
256550,2056673
1219681,2056673
1752,2059651
1233511,2056672
289026,2055456
1161091,2057934
265819,2055362
1162644,2055362
267395,2055360
1160618,2055360
1160633,2055359
271384,2056862
1130212,2056862
311788,2055456
275340,2055362
333321,2057611
280782,2055359
249660,2055359
1229717,2055363
263695,2055360
274483,2056862
1156874,2062008
239310,2062006
1174272,2062006
1131384,2062008
1181908,2062005
1160010,2062006
21441,2057820
9141719,2061634
63787,2055590
1128816,2055146
22393,2056608
1173532,2056607
22382,2055591
1175042,2055590
22251,2057247
1231031,2055590
78723,2056609
1231173,2058157
22765,2057091
1182962,2057091
80125,2057088
1176575,2057089
80124,2058157
3785324,2058157
59279,2053943
1132174,2054050
82684,2053946
3785370,2054050
1215284,2054049
260929,2060590
1231333,2058156
248016,2055590
1172735,2055590
225393,2057245
1127000,2055591
22521,2057091
3785306,2055591
51379,2057091
60121,2056608
332548,2055591
22395,2055592
294525,2058157
1179755,2053944
221718,2053946
3785372,2053943
332502,2060300
80592,2060682
290318,2060681
3787075,2060458
1130631,2060480
80182,2060480
1186226,2060783
3787320,2060784
1236336,2060784
1178983,2062006
1016228,2056191
1031356,2056088
1043859,2056088
241084,2056548
51090,2055317
658367,2055317
50588,2055315
1180393,2056697
1174201,2055317
50505,2055317
223616,2055315
1171379,2055315
1130094,2056697
1134325,2056697
1158746,2060177
1180205,2060177
1176581,2060174
1173752,2060177
3788152,2056002
1176424,2058535
253041,2060458
229536,2060683
263191,2060351
1152449,2060486
1236644,2060414
1236368,2060414
1185939,2060681
1235978,2060783
3787314,2060784
3787328,2060784
1044297,2057046
1155247,2056088
54935,2055315
240994,2055317
1144291,2056548
52530,2055317
1160084,2055317
1216917,2060177
1129866,2056002
1158386,2060177
1129499,2060175
1176580,2060173
84142,2056002
3789387,2056517
9729566,2058185
328665,2055109
1178737,2054545
3250841,2055032
52029,2055032
1016368,2055032
56091,2055032
56084,2055032
590116,2055032
3789386,2060115
1128526,2055112
235810,2055109
1182620,2055109
1178737,2055109
658196,2060156
8297515,2062042
49150,2054988
22016,2057572
17157,2054985
249651,2055051
258320,2054988
22042,2060156
590745,2059975
3791237,2055051
4617924,2055051
8297516,2058314
51425,2055051
11855,2060156
49315,2057641
10019,2058078
327068,2054988
311421,2055051
22119,2056704
22010,2057572
22009,2060156
311598,2057571
3976410,2054648
3251491,2055051
252891,2060075
10935,2060075
245830,2060072
1230095,2055860
3792240,2060074
316539,2060077
318105,2055366
1231196,2055366
252134,2055860
81124,2060074
1230376,2060078
63773,2055858
284182,2055366
81093,2055368
12246,2055448
1174265,2055448
63766,2056077
79793,2056078
55033,2056076
1181533,2056077
81125,2055366
7127343,2055366
78925,2055448
84518,2056706
59680,2055470
52368,2056706
1181532,2056706
1014705,2054101
1025380,2054101
301916,2054101
1014995,2053923
1014835,2053835
1030001,2053752
1014801,2054262
1171372,2053923
1040313,2054101
1038890,2053878
1171105,2053772
1015567,2053878
1140373,2053817
1215068,2053923
1215042,2053773
299972,2057097
1235650,2060639
59750,2056081
48227,2056079
3793338,2056079
328002,2055470
3793458,2056706
81416,2055470
288498,2056706
1135149,2056075
1036896,2054101
1171106,2054101
1030757,2054265
1015003,2053835
1149884,2053923
266094,2053923
1170816,2053835
1014768,2054263
1144293,2053878
1030740,2053773
1132023,2054263
1030774,2053810
3793701,2053773
588718,2060575
1037409,2055300
3252803,2055779
1139675,2056170
303228,2060225
292389,2056169
1231235,2056170
261301,2056168
63849,2056168
290779,2055297
1158441,2055298
63979,2057498
1230895,2057495
3986068,2054685
1220439,2056908
1219855,2056907
1222712,2056908
1018144,2056776
1227757,2062392
1037811,2057262
1155791,2057258
1037718,2057258
1039635,2056359
1157457,2057258
1031279,2057257
1117627,2056361
1031502,2057259
1157458,2057260
1157653,2057261
1033425,2057259
1157459,2057259
1018155,2059240
1014747,2057601
1014534,2062437
1157056,2062391
1014389,2062394
1016178,2057258
1023101,2057601
1016217,2057601
1031724,2057601
3962256,2054696
1136799,2054605
1170300,2060786
1137290,2056703
1041799,2056588
1129584,2060002
3963077,2062204
66278,2054605
1226310,2061719
1226228,2061716
1139774,2056702
62385,2055085
1236511,2060578
1217812,2053685
1783,2060332
81597,2060661
1345255,2060553
1235897,2060332
65957,2060332
52077,2060661
3967716,2054748
1047976,2053294
1226287,2053294
1045173,2053294
16213,2059468
1018044,2059069
1018174,2059070
330665,2060298
7203017,2057366
8454857,2062129
3970651,2055645
8454858,2061072
1235059,2061961
219987,2060352
3971205,2062264
1140069,2054046
1136582,2053939
65864,2054578
1025247,2054577
1041586,2058756
1136581,2053941
1139778,2053940
49630,2054577
1042526,2058838
1235914,2056703
3958557,2062234
3959943,2062253
3958458,2061608
3958538,2062499
3958540,2061724
3958548,2054787
3958549,2062301
3958550,2062219
4765179,2061724
3958553,2062220
3958559,2062094
3958563,2062094
4765199,2062289
4765204,2062092
3958576,2062261
3958578,2062500
4769397,2054718
3958443,2062117
3958544,2061724
1016830,2055835
3987228,2058645
1044445,2056932
1239116,2061608
3988751,2062282
62593,2053781
4007599,2054706
4017802,2062267
4784873,2054708
3981802,2062500
3980819,2054746
4019618,2053213
3982022,2062187
3980924,2062216
4019234,2062289
3975354,2062094
3982021,2061644
1170334,2056913
3977815,2061657
9141718,2061311
327595,2059969
1017106,2062009
9893481,2062115
8458741,2056217
3986547,2054688
4780140,2061724
3975328,2053439
1182310,2058554
1179041,2057352
1014828,2053880
44953,2056457
1016879,2059868
1017760,2058556
1156165,2056549
1022026,2057725
1129170,2053890
1016937,2058935
1144995,2061327
625378,2058556
1016880,2057594
1016917,2057595
1018150,2057596
1016913,2057597
1121046,2058792
1121020,2058794
1016948,2062220
1023946,2058481
1016476,2058482
1157917,2059298
1016917,2058793
1121039,2058793
3977124,2058795
1140942,2059351
1020322,2053959
1186871,2054775
1027406,2053254
1016032,2059080
8461725,2059080
8461762,2054677
1017878,2057897
1018079,2057417
1036020,2057811
1039401,2059082
8462013,2061721
1183615,2054201
1154474,2059116
8462982,2058123
8462968,2057667
9898127,2057667
8462971,2057667
9898133,2057667
7205140,2058123
7476238,2058872
1139108,2061071
3980030,2059448
3295482,2062413
7163420,2057667
8462970,2057667
8462977,2061030
8462983,2058122
1037345,2054760
3980768,2058488
3295559,2058488
1140106,2060372
1031292,2055069
1139048,2055069
1039026,2058456
1041464,2058456
3981663,2053216
612634,2055826
1165094,2055612
1035860,2055834
1037612,2058456
44797,2055069
1164014,2058456
1152231,2055826
3981827,2061631
3981880,2054708
3982427,2056547
230493,2060580
1019183,2060580
611327,2055826
2248107,2062295
1031338,2056547
1041319,2058379
1019185,2060581
1189526,2060580
613378,2055826
1217331,2057024
1015443,2054202
1015321,2054202
1040012,2054202
1217399,2057372
1179959,2054203
1015424,2054203
1039520,2054202
54771,2054593
84112,2053998
78742,2053998
77897,2053998
1017707,2055835
4280,2053998
77898,2053998
1017530,2056916
291289,2053232
92131,2053232
1014301,2061349
1031752,2056332
1031833,2056333
1158613,2060257
1163070,2060257
1163071,2056050
1017199,2058038
1016971,2057139
326380,2053232
44362,2053237
1014282,2062209
1144717,2060257
3986271,2054760
1016762,2057137
1171397,2059358
1142400,2059359
1230912,2059359
3987262,2059358
1137259,2059358
1230400,2059358
1138148,2059358
53665,2059352
77199,2059352
271122,2054595
1170217,2056377
1016510,2057185
1018104,2059069
1135774,2053213
1144750,2059358
1171726,2059359
65038,2059351
50508,2059351
50612,2059354
3987290,2059358
1016596,2057186
1018099,2057183
1016508,2057188
1016895,2057187
3988271,2061304
1021960,2056936
48983,2057627
83518,2057628
278127,2057627
4790140,2056435
1033056,2056853
1039480,2056435
60202,2056855
3988270,2054837
1163480,2056831
1016460,2057627
1039595,2056979
1031747,2056856
1043080,2056854
1016972,2058134
1156998,2057631
1182026,2053843
1041296,2056668
1032437,2058690
1017773,2057629
1142965,2058629
1015418,2058630
1014702,2053842
1160892,2056071
1046454,2056331
1016462,2056551
1016243,2056550
1017302,2056743
1045364,2056042
1016320,2056053
1016573,2056722
1016281,2056485
61616,2058619
1042066,2057161
1016904,2058620
3990564,2061354
316883,2060626
221700,2060628
318321,2060631
1046260,2056573
1139024,2056573
1163241,2056573
312821,2060627
309627,2060629
7167219,2060259
1132936,2056573
1131508,2056821
1177165,2058305
1180989,2053433
1169440,2056821
1019229,2056818
1182235,2056819
1016393,2056819
1020712,2056820
1014882,2056817
1024858,2056817
1028574,2054936
1228662,2054581
1015234,2057469
1017120,2057592
1041523,2057510
1151854,2058022
1143751,2058022
1218406,2053257
1223520,2056028
1222770,2057228
1130323,2053415
1149166,2057592
1047628,2057510
1045090,2057029
3994103,2054686
3994104,2054686
1182308,2059116
1042365,2057810
1023800,2057592
1217657,2055759
8473824,2061013
1148633,2058123
1043072,2058122
1026503,2058123
8473871,2061075
296910,2056549
86342,2056668
1018090,2056743
1016119,2054571
591754,2054201
62915,2054201
295904,2054584
1019850,2054617
658257,2053799
3995994,2053250
3996029,2054201
3996031,2054201
317315,2053312
268491,2054573
93149,2053289
1016070,2054572
1016473,2058935
66210,2053799
9898305,2061631
1138629,2061825
1223498,2059310
1037314,2059310
1176428,2059310
1221176,2059310
1222373,2059310
3999338,2054743
1236009,2060385
8491857,2054744
1179000,2056666
3981140,2054791
1031816,2056595
1037706,2056595
1018075,2056713
1017941,2056712
89233,2056594
1025657,2056596
1145371,2061954
1219550,2061954
49074,2055798
1014309,2062256
4009977,2062295
4010196,2062112
4010834,2054822
4020278,2058175
4016294,2054679
1096970,2061588
1133875,2061588
1138630,2061588
9928059,2061840
4019064,2061788
4048057,2061756
4060689,2061327
9906091,2054648
9895893,2060273
4000045,2054706
3981038,2061728
3975393,2061343
4813321,2054646
3983518,2054752
3986544,2054831
4010382,2062117
9894324,2061608
4783929,2054705
3981037,2054705
3976732,2061607
8488368,2053681
4009817,2053674
3975383,2053589
8470516,2061631
3982235,2054645
3982233,2054636
4000051,2054756
3978228,2054643
4016123,2054663
4780182,2053439
3981665,2054787
8487600,2062116
3981849,2061608
4784436,2061607
4783470,2054708
3979059,2054743
3981406,2062122
3998722,2061728
4010605,2062109
4010782,2054831
4068374,2053445
4016164,2054648
3982020,2054836
3980922,2054835
3980925,2062204
8466926,2062385
3981144,2054831
3982241,2061632
3975150,2062113
3982017,2062400
4010330,2061727
3988748,2061727
4780199,2062289
3993496,2053215
3975262,2062096
3998541,2062110
3988740,2062370
4010653,2062267
3980926,2061304
3985857,2061306
3995183,2061309
3985859,2061305
4015775,2062400
4000200,2061354
3997276,2062498
4790250,2053681
8474005,2061657
4780875,2062266
4793081,2062205
3984492,2054643
3977687,2062094
3987347,2060271
3996512,2053402
3984495,2062267
3984491,2054753
3987348,2060273
4792834,2054743
4016339,2061343
3981483,2061608
3987781,2053216
3981482,2061607
3997251,2053461
3988786,2062294
4816235,2061353
4815759,2061351
3984484,2054706
3984487,2054756
4010364,2054708
3999339,2054749
3989585,2061644
3997252,2061648
4012728,2062187
3977686,2062282
3989587,2062204
4816234,2061356
4790245,2062113
3996938,2061727
3976871,2062289
3988737,2062112
3989586,2061306
3989583,2061633
1162476,2062382
4010833,2061659
282110,2062498
3976550,2053439
3987582,2060273
3989272,2053437
166998,2062280
626395,2062498
3997275,2062499
4011438,2062113
3982333,2062124
3988753,2061724
3982685,2053452
3982193,2054747
3990645,2061608
8492074,2053216
3976737,2061608
1235755,2060380
3980870,2054643
3860299,2062110
3987153,2061608
1164338,2062065
3825006,2057843
4575117,2062213
4079305,2062302
4085102,2054706
1143753,2056178
1044255,2062216
3784901,2062354
3784898,2061643
1182835,2058712
3845414,2060270
3805330,2061352
3817997,2060990
3822589,2062408
3839188,2061645
1014576,2053446
3874466,2054831
3858039,2061608
3872616,2054748
3856481,2053462
3924089,2053445
3922607,2061631
3922853,2061608
3906101,2061608
3922856,2061608
250833,2061356
228829,2062438
3903341,2062241
274193,2062495
296708,2062385
3957980,2054689
4745163,2054705
3958556,2062234
3958584,2062356
3958478,2054744
3958522,2061632
1047306,2054703
3956944,2061628
4010385,2061728
9160190,2061728
4007593,2061657
3984479,2054721
3990398,2061721
9898145,2054506
3981034,2061623
4813322,2054663
4010916,2062115
4009396,2054744
3989562,2053675
3981579,2061608
